User_ID,Timestamp,Alpha_Waves,Beta_Waves,Gamma_Waves,Delta_Waves,Theta_Waves
ec8c1b9f,2025-03-24 18:50:13,58.01,27.26,31.97,46.78,53.54
ced61a54,2025-03-24 19:09:41,54.95,67.68,18.57,36.82,26.54
dd03f568,2025-03-24 19:26:21,64.97,63.74,47.19,47.94,24.62
4a1dc918,2025-03-24 19:11:40,49.88,21.48,31.27,9.32,20.77
a9cf3871,2025-03-24 19:14:42,61.1,24.7,33.66,27.03,42.55
f9f37797,2025-03-24 19:18:45,47.12,55.86,20.36,5.73,33.56
9500e92b,2025-03-24 19:22:14,30.95,49.19,32.82,24.64,44.7
d4d69118,2025-03-24 19:24:29,63.45,28.69,12.85,24.75,48.04
4c1646fc,2025-03-24 18:58:52,36.11,42.23,30.49,7.32,42.21
7363f94b,2025-03-24 18:51:13,48.18,22.88,20.13,43.86,24.99
d4b4ed07,2025-03-24 19:08:35,58.03,44.87,20.52,37.35,53.28
a9f8d8c9,2025-03-24 19:21:51,57.6,32.57,11.58,9.28,30.18
c763a829,2025-03-24 19:28:15,63.93,36.99,36.66,30.42,36.03
d4d69118,2025-03-24 19:08:04,59.8,23.58,12.98,5.09,44.07
cc07c778,2025-03-24 19:27:30,69.67,37.72,38.92,48.23,35.5
97164053,2025-03-24 19:08:35,51.18,30.62,31.07,32.23,47.72
78ea41ca,2025-03-24 19:20:50,59.18,33.78,11.96,44.94,42.7
4a1dc918,2025-03-24 18:55:21,38.81,66.26,25.17,19.54,54.42
97164053,2025-03-24 19:29:01,53.08,54.45,34.93,46.14,49.58
b6edafc5,2025-03-24 18:53:04,73.82,58.13,54.91,36.53,16.82
cc07c778,2025-03-24 18:47:05,35.57,51.55,52.68,9.16,39.09
dd03f568,2025-03-24 19:33:38,43.44,39.44,29.77,15.32,22.78
f12ce47f,2025-03-24 19:06:22,75.3,57.67,20.87,43.7,28.73
4c1646fc,2025-03-24 19:28:43,44.51,25.0,28.03,10.03,18.9
7363f94b,2025-03-24 19:17:25,68.84,57.91,50.26,14.2,25.49
475b382e,2025-03-24 19:11:12,40.87,51.59,10.6,27.73,40.52
936534c7,2025-03-24 18:47:10,73.56,34.88,58.69,17.95,45.65
b6edafc5,2025-03-24 19:31:01,72.4,68.53,36.69,25.03,18.03
6a2c7a71,2025-03-24 18:51:29,43.71,25.19,36.83,42.15,42.98
d4d69118,2025-03-24 19:09:20,61.66,66.61,24.93,9.13,21.11
bb27d3f9,2025-03-24 19:06:13,39.59,68.88,46.71,44.07,53.1
b6edafc5,2025-03-24 18:48:11,39.51,60.94,34.32,34.87,36.94
ec8c1b9f,2025-03-24 19:35:26,38.13,55.38,22.94,16.08,44.16
475b382e,2025-03-24 19:05:21,48.84,38.08,58.29,31.69,36.36
a4f37be9,2025-03-24 19:22:10,37.01,39.83,25.77,43.07,27.9
866b55d3,2025-03-24 19:07:14,40.0,26.37,46.25,35.64,22.67
f12ce47f,2025-03-24 19:04:55,35.94,38.03,11.95,33.11,27.66
7363f94b,2025-03-24 19:17:23,50.21,54.0,29.81,26.02,33.82
475b382e,2025-03-24 18:59:16,59.02,39.43,39.24,44.81,22.45
ece85c9e,2025-03-24 18:55:22,40.13,44.61,37.43,13.73,16.23
461dbbc4,2025-03-24 19:09:12,45.43,30.64,31.54,22.8,49.19
4a1dc918,2025-03-24 19:25:54,42.72,51.12,44.45,23.16,32.2
430376af,2025-03-24 19:15:53,46.55,47.48,18.17,48.3,49.38
58265ae3,2025-03-24 19:00:24,39.02,63.54,11.03,21.51,43.36
d776f047,2025-03-24 18:53:22,54.4,38.74,55.23,33.66,49.45
936534c7,2025-03-24 19:16:03,55.5,53.35,39.31,49.21,25.14
a4f37be9,2025-03-24 18:47:48,64.89,38.77,59.36,14.28,27.95
548859c2,2025-03-24 19:22:57,76.6,32.44,24.21,42.87,26.92
5ccb9454,2025-03-24 19:12:05,54.06,32.59,54.41,35.4,33.03
6a2c7a71,2025-03-24 19:07:53,75.46,51.37,33.0,24.08,43.18
6a2c7a71,2025-03-24 19:32:50,55.12,46.1,52.46,29.85,54.66
475b382e,2025-03-24 18:50:47,49.03,22.68,17.45,26.02,43.08
f12ce47f,2025-03-24 19:15:32,55.09,56.76,41.17,33.34,37.08
114ee19f,2025-03-24 19:04:40,75.73,51.97,34.12,28.19,48.09
cc07c778,2025-03-24 19:27:54,57.55,64.97,36.76,36.78,46.76
01ea7dd5,2025-03-24 18:59:33,34.23,22.26,22.3,32.72,32.14
bb27d3f9,2025-03-24 18:46:24,73.14,24.04,56.8,20.08,42.52
6bf3f07f,2025-03-24 18:50:25,63.41,56.56,56.95,23.77,54.67
3d13faa9,2025-03-24 19:02:47,78.5,32.73,12.61,33.38,23.57
cc07c778,2025-03-24 19:07:55,75.78,33.72,12.52,37.03,24.93
cc07c778,2025-03-24 19:29:48,73.46,24.01,25.95,39.12,22.37
d4b4ed07,2025-03-24 19:25:49,34.69,40.5,35.16,49.66,32.26
bb27d3f9,2025-03-24 19:32:53,69.86,25.36,31.58,17.91,53.09
50b896fd,2025-03-24 19:16:59,79.45,56.24,17.36,43.91,34.29
7b1fd6a4,2025-03-24 18:57:17,41.24,41.27,33.84,30.71,51.14
a9cf3871,2025-03-24 18:51:27,53.42,25.75,37.83,38.55,36.86
777c05cb,2025-03-24 19:12:58,48.5,62.21,20.51,7.1,51.05
97164053,2025-03-24 18:49:14,56.9,28.63,13.31,29.06,44.64
88559e67,2025-03-24 18:58:42,52.22,40.81,28.38,49.62,18.3
3d13faa9,2025-03-24 19:23:40,61.79,57.58,42.35,19.19,54.14
ec8c1b9f,2025-03-24 18:46:26,71.12,49.07,39.97,47.33,25.53
5ccb9454,2025-03-24 19:33:29,54.74,27.65,35.17,22.46,51.82
88559e67,2025-03-24 19:25:49,57.96,41.91,46.56,11.76,50.52
d4b4ed07,2025-03-24 18:56:37,46.0,44.19,38.31,31.96,49.21
430376af,2025-03-24 18:54:10,66.22,59.4,46.18,41.95,50.41
88559e67,2025-03-24 19:00:38,58.27,21.62,28.08,6.79,47.87
f9f37797,2025-03-24 19:20:21,66.17,42.93,21.39,22.68,36.23
936534c7,2025-03-24 19:18:15,53.85,43.16,44.51,13.21,22.73
50b896fd,2025-03-24 19:00:31,69.39,40.25,16.1,48.76,26.33
6bf3f07f,2025-03-24 19:14:45,39.33,35.39,48.17,23.84,50.05
f9f37797,2025-03-24 19:12:24,62.33,30.67,57.17,22.71,49.68
c763a829,2025-03-24 18:47:35,46.93,52.76,55.39,18.79,52.43
58265ae3,2025-03-24 18:59:03,68.01,32.39,45.56,32.07,37.31
4c1646fc,2025-03-24 19:23:40,71.32,62.51,28.31,44.25,51.52
a4f37be9,2025-03-24 19:31:49,56.9,50.36,38.72,6.78,46.83
c68eac0d,2025-03-24 19:14:54,79.62,28.68,15.73,24.3,31.85
936534c7,2025-03-24 18:46:09,59.0,62.48,29.07,39.33,48.99
97164053,2025-03-24 19:14:27,58.98,32.98,30.18,46.01,50.79
a4f37be9,2025-03-24 18:56:50,44.39,49.42,58.15,47.54,16.1
6a2c7a71,2025-03-24 19:11:51,34.17,31.34,33.69,47.44,41.37
936534c7,2025-03-24 19:28:55,64.29,58.59,33.97,42.42,21.13
a9cf3871,2025-03-24 19:04:02,47.79,21.38,13.23,5.99,31.31
936534c7,2025-03-24 18:53:12,68.5,52.37,55.24,40.94,52.07
dd03f568,2025-03-24 18:59:45,77.03,55.01,54.65,32.85,25.85
78ea41ca,2025-03-24 19:00:35,67.27,26.85,54.84,9.65,30.53
dd03f568,2025-03-24 19:26:34,54.95,62.72,56.02,33.31,15.81
f32ab4df,2025-03-24 19:01:08,33.19,57.66,35.23,39.93,19.95
b8e82167,2025-03-24 19:01:09,67.77,44.95,22.56,8.69,30.93
50b896fd,2025-03-24 19:27:26,68.65,37.65,26.27,12.76,20.01
548859c2,2025-03-24 18:54:27,62.25,58.88,44.38,10.83,45.8
475b382e,2025-03-24 18:58:18,38.71,39.44,47.87,38.05,54.08
475b382e,2025-03-24 19:21:07,59.95,68.28,25.49,7.38,32.12
f9f37797,2025-03-24 18:51:05,50.0,32.39,12.67,33.27,19.89
9a5e7a25,2025-03-24 19:33:07,43.07,38.33,47.21,46.43,33.52
f32ab4df,2025-03-24 19:24:51,69.43,69.27,21.73,19.87,29.63
58265ae3,2025-03-24 19:03:57,64.58,60.97,32.75,11.43,22.99
bb27d3f9,2025-03-24 18:48:32,35.96,24.58,33.56,23.35,23.83
f32ab4df,2025-03-24 19:21:36,71.56,51.81,54.73,34.07,22.21
4bc62d73,2025-03-24 18:47:08,38.94,68.44,41.33,6.93,50.28
b8e82167,2025-03-24 19:15:04,56.7,36.3,55.48,15.35,39.52
bb27d3f9,2025-03-24 19:09:17,42.59,39.21,19.63,8.56,30.67
50b896fd,2025-03-24 19:07:33,76.26,61.56,17.02,38.36,24.71
d4d69118,2025-03-24 18:54:40,71.67,26.89,22.69,40.67,33.66
936534c7,2025-03-24 19:31:07,41.88,39.33,44.95,31.02,41.84
a9f8d8c9,2025-03-24 19:25:28,44.54,27.03,11.73,23.54,44.65
936534c7,2025-03-24 19:23:27,46.6,47.19,32.92,48.43,23.44
6a2c7a71,2025-03-24 19:35:30,54.43,39.53,52.35,49.28,53.7
4a1dc918,2025-03-24 19:30:36,44.96,31.83,27.09,40.26,16.56
b9134cc9,2025-03-24 19:11:20,39.83,65.87,39.16,5.31,33.08
812ad33f,2025-03-24 19:21:39,45.94,59.33,56.32,27.07,38.65
01ea7dd5,2025-03-24 19:28:15,37.69,39.88,24.08,40.69,22.27
f12ce47f,2025-03-24 19:28:32,64.1,68.82,15.0,27.85,15.17
475b382e,2025-03-24 19:11:06,68.08,64.84,12.34,8.36,50.7
b6edafc5,2025-03-24 18:58:23,75.35,37.25,21.68,39.73,28.24
475b382e,2025-03-24 19:34:32,48.37,20.89,39.83,7.62,28.22
936534c7,2025-03-24 19:17:03,77.14,62.49,12.54,13.91,42.59
d776f047,2025-03-24 19:06:23,75.61,43.45,14.67,25.07,50.89
5c7cba20,2025-03-24 19:20:59,64.31,23.45,10.91,23.03,34.22
bb27d3f9,2025-03-24 19:01:12,43.22,40.53,45.73,15.44,45.22
b8e82167,2025-03-24 19:20:31,59.98,38.78,59.09,23.97,32.79
78ea41ca,2025-03-24 19:25:57,36.82,68.66,26.95,44.09,33.62
c68eac0d,2025-03-24 18:47:20,69.89,56.96,51.12,44.23,31.06
96ddd082,2025-03-24 19:12:35,55.93,60.67,38.73,43.87,54.35
f12ce47f,2025-03-24 19:30:09,56.05,55.95,38.36,20.62,51.29
777c05cb,2025-03-24 19:01:03,69.96,31.54,45.93,5.77,16.61
3d13faa9,2025-03-24 19:16:07,60.13,40.94,52.22,11.9,35.96
936534c7,2025-03-24 19:21:45,35.62,66.26,49.47,11.52,51.03
a4f37be9,2025-03-24 18:46:20,38.33,55.95,39.39,17.26,42.47
96ddd082,2025-03-24 19:08:37,36.8,66.06,41.4,29.89,33.13
5c7cba20,2025-03-24 19:26:14,64.18,60.08,35.55,45.69,26.16
50b896fd,2025-03-24 19:14:23,72.44,66.43,49.8,23.79,40.01
548859c2,2025-03-24 19:02:05,39.54,45.86,35.46,38.29,52.59
01ea7dd5,2025-03-24 19:13:06,63.07,42.44,30.57,47.63,24.48
777c05cb,2025-03-24 18:52:40,49.65,47.63,58.46,17.81,15.48
d4d69118,2025-03-24 18:52:25,62.33,29.41,11.73,7.17,19.93
5ccb9454,2025-03-24 19:25:08,41.05,46.17,43.78,48.31,32.51
bb27d3f9,2025-03-24 19:16:45,34.45,62.8,30.95,19.13,30.09
d4d69118,2025-03-24 19:20:05,32.01,21.23,52.3,47.27,22.28
dd03f568,2025-03-24 19:35:27,40.23,47.98,18.42,29.63,27.99
97164053,2025-03-24 18:58:27,77.87,37.4,18.75,40.65,38.09
dd03f568,2025-03-24 19:25:18,41.14,63.76,12.57,31.28,32.25
5c7cba20,2025-03-24 18:48:36,60.04,46.28,22.3,32.45,51.03
b6edafc5,2025-03-24 19:33:31,34.88,67.08,50.87,28.72,39.26
b8e82167,2025-03-24 19:06:44,76.81,31.38,45.6,42.07,20.04
d4d69118,2025-03-24 19:35:16,67.74,65.67,24.64,20.29,24.55
9fb4d034,2025-03-24 19:32:15,33.44,66.95,19.07,23.77,50.24
3d13faa9,2025-03-24 19:17:40,63.31,27.54,52.35,32.04,47.03
9a5e7a25,2025-03-24 19:14:20,40.86,63.04,13.03,14.89,42.18
97164053,2025-03-24 18:53:28,68.06,36.71,22.01,10.33,17.77
7b1fd6a4,2025-03-24 19:31:18,52.38,55.49,13.01,25.71,41.4
4bc62d73,2025-03-24 19:20:58,37.27,43.74,36.58,17.19,35.54
ece85c9e,2025-03-24 18:49:29,61.03,24.94,36.67,29.5,33.12
9fb4d034,2025-03-24 19:07:48,46.66,59.6,48.33,37.87,19.92
936534c7,2025-03-24 19:22:22,37.79,67.47,54.57,31.74,18.33
9a5e7a25,2025-03-24 18:58:06,44.84,68.18,49.55,25.5,52.66
d776f047,2025-03-24 19:17:23,68.66,47.26,29.25,6.75,39.01
475b382e,2025-03-24 19:33:06,41.28,33.09,56.37,9.75,49.4
5c7cba20,2025-03-24 19:34:08,40.7,22.78,24.16,9.48,45.96
7b1fd6a4,2025-03-24 19:27:56,37.48,61.06,48.63,24.75,45.61
cc07c778,2025-03-24 19:29:35,73.48,28.88,11.09,6.96,22.77
f12ce47f,2025-03-24 19:09:51,54.3,43.68,21.26,15.2,46.41
c763a829,2025-03-24 19:05:51,51.49,28.52,59.26,29.71,31.91
b9134cc9,2025-03-24 19:21:41,46.06,27.89,42.15,21.65,28.05
936534c7,2025-03-24 19:12:58,58.39,51.54,22.76,48.84,15.14
936534c7,2025-03-24 19:29:03,48.34,41.42,42.85,32.92,50.54
ec8c1b9f,2025-03-24 19:18:19,58.84,34.49,29.92,39.05,41.8
548859c2,2025-03-24 19:14:52,49.74,23.39,56.35,14.78,28.54
c5e7ceaa,2025-03-24 18:52:40,61.77,33.69,29.89,27.14,49.61
b8e82167,2025-03-24 19:08:08,31.71,40.08,52.65,44.58,35.04
ec8c1b9f,2025-03-24 19:35:15,37.29,48.82,50.56,39.18,42.41
c763a829,2025-03-24 19:02:07,33.35,55.89,39.02,35.13,35.99
461dbbc4,2025-03-24 18:52:00,39.09,50.67,47.79,7.32,16.35
4c1646fc,2025-03-24 19:13:26,54.72,68.94,51.11,16.32,40.32
4c1646fc,2025-03-24 18:48:29,77.21,26.81,35.53,48.72,17.98
88559e67,2025-03-24 19:02:22,51.83,22.27,55.7,38.95,28.7
ece85c9e,2025-03-24 19:22:45,72.0,61.18,10.04,24.19,36.87
866b55d3,2025-03-24 19:04:09,58.54,25.61,26.69,17.49,33.59
b8e82167,2025-03-24 19:32:33,71.08,52.98,16.2,36.38,34.28
ece85c9e,2025-03-24 19:12:21,69.63,64.79,30.14,38.21,42.27
777c05cb,2025-03-24 19:25:10,62.78,58.66,29.82,19.33,29.12
5ccb9454,2025-03-24 19:35:14,33.7,54.94,57.75,42.21,39.67
78ea41ca,2025-03-24 19:13:56,76.04,68.55,32.84,49.57,35.34
dd03f568,2025-03-24 18:56:18,68.37,44.03,18.25,20.53,44.84
b9134cc9,2025-03-24 19:09:27,37.16,64.23,41.98,35.74,32.23
d4d69118,2025-03-24 19:04:11,71.26,35.8,27.7,47.56,33.14
f9f37797,2025-03-24 18:55:42,33.05,54.47,15.3,6.99,28.41
b8e82167,2025-03-24 18:54:54,32.27,22.4,21.85,31.7,43.14
01ea7dd5,2025-03-24 19:29:17,54.24,62.79,55.53,44.06,46.0
936534c7,2025-03-24 19:11:27,70.81,69.6,26.23,43.44,45.24
9a5e7a25,2025-03-24 19:28:02,57.52,67.5,24.66,23.26,52.46
4a1dc918,2025-03-24 18:47:31,47.31,28.45,30.12,46.06,39.64
936534c7,2025-03-24 19:05:16,61.16,62.47,53.47,9.62,23.43
3d13faa9,2025-03-24 19:21:06,63.27,32.48,40.6,31.45,49.71
548859c2,2025-03-24 19:29:27,60.31,27.9,43.83,23.05,19.59
bb27d3f9,2025-03-24 19:19:08,66.53,68.03,45.82,6.34,17.81
812ad33f,2025-03-24 19:17:09,42.78,25.92,21.28,27.82,23.2
114ee19f,2025-03-24 19:20:22,43.43,55.05,38.87,30.22,22.91
a4f37be9,2025-03-24 19:15:56,30.8,45.3,40.99,15.59,32.05
9fb4d034,2025-03-24 18:57:54,52.48,65.7,50.35,6.97,33.35
777c05cb,2025-03-24 19:05:03,68.61,49.76,52.38,7.38,21.13
4a1dc918,2025-03-24 19:22:00,73.98,35.03,28.19,35.19,26.7
97164053,2025-03-24 19:35:20,75.35,69.18,43.21,39.38,40.78
4c1646fc,2025-03-24 19:33:16,55.28,43.17,38.33,25.66,23.68
a9f8d8c9,2025-03-24 19:18:50,47.73,43.23,20.9,15.77,24.8
4bc62d73,2025-03-24 19:28:18,44.5,34.91,47.59,31.48,26.27
6a2c7a71,2025-03-24 19:27:31,33.42,59.92,50.63,19.29,36.52
461dbbc4,2025-03-24 19:21:24,51.64,65.61,59.26,38.24,31.79
4c1646fc,2025-03-24 19:16:30,55.46,69.67,11.56,44.19,33.83
f9f37797,2025-03-24 19:08:08,54.14,55.54,16.77,14.86,51.41
4a1dc918,2025-03-24 19:10:17,79.95,66.02,24.96,31.92,41.37
936534c7,2025-03-24 19:02:37,78.35,43.27,10.29,27.56,42.87
f12ce47f,2025-03-24 19:00:22,65.12,48.21,17.45,27.01,31.17
dd03f568,2025-03-24 19:19:18,79.16,60.5,15.26,16.25,50.9
a9cf3871,2025-03-24 18:49:39,57.72,57.64,16.72,8.27,50.39
9a5e7a25,2025-03-24 19:17:33,53.35,63.15,18.81,43.81,47.56
c68eac0d,2025-03-24 19:00:56,62.35,61.01,18.34,24.32,18.17
58265ae3,2025-03-24 18:51:25,76.55,48.58,31.19,46.96,15.34
b8e82167,2025-03-24 18:50:12,68.42,67.22,39.77,31.01,21.49
866b55d3,2025-03-24 19:34:29,78.38,60.0,52.38,37.64,33.9
58265ae3,2025-03-24 19:17:22,36.89,26.42,18.68,35.27,54.49
936534c7,2025-03-24 19:23:57,32.37,56.26,11.27,20.59,37.81
9a5e7a25,2025-03-24 18:58:58,52.47,61.05,31.64,12.49,38.01
dd03f568,2025-03-24 19:30:22,71.81,52.76,17.72,22.88,21.44
a9cf3871,2025-03-24 18:49:11,65.09,53.76,58.5,13.0,38.98
f12ce47f,2025-03-24 19:03:03,52.74,28.66,39.0,18.97,51.65
812ad33f,2025-03-24 18:56:42,50.49,65.55,26.14,43.21,20.84
c68eac0d,2025-03-24 19:27:14,32.84,54.78,41.23,30.17,27.23
50b896fd,2025-03-24 19:10:13,37.87,52.41,53.77,16.57,40.79
548859c2,2025-03-24 18:52:32,67.27,34.91,24.05,6.7,31.32
d776f047,2025-03-24 18:49:49,58.32,52.41,48.52,7.34,51.9
b9134cc9,2025-03-24 19:06:01,62.49,42.15,41.58,43.62,33.98
a9f8d8c9,2025-03-24 19:17:40,51.36,63.88,23.07,36.32,22.64
ced61a54,2025-03-24 19:20:55,58.05,63.72,15.73,14.66,54.75
866b55d3,2025-03-24 19:26:34,31.88,43.14,18.74,23.71,48.49
cc07c778,2025-03-24 18:50:08,56.81,34.77,49.37,19.23,32.71
4bc62d73,2025-03-24 19:24:50,35.15,46.78,15.33,49.43,51.8
936534c7,2025-03-24 19:29:24,59.0,60.44,54.39,5.0,46.64
50b896fd,2025-03-24 19:29:40,39.03,32.2,49.48,42.13,21.47
114ee19f,2025-03-24 18:58:11,56.61,43.39,47.86,30.43,19.58
a9f8d8c9,2025-03-24 19:07:10,47.44,60.15,54.34,16.16,37.9
c5e7ceaa,2025-03-24 19:26:02,33.65,42.9,43.93,15.72,16.82
866b55d3,2025-03-24 19:15:02,55.28,66.06,37.04,14.33,24.93
866b55d3,2025-03-24 19:06:08,78.21,60.01,43.92,30.38,45.64
a9f8d8c9,2025-03-24 19:07:45,72.29,21.08,57.18,24.63,34.42
6bf3f07f,2025-03-24 19:31:58,50.44,36.04,34.46,5.53,33.3
9fb4d034,2025-03-24 18:55:40,31.57,52.93,35.63,29.98,19.45
b9134cc9,2025-03-24 19:05:00,58.82,24.94,43.41,24.65,22.96
f32ab4df,2025-03-24 19:32:48,70.8,31.93,51.51,18.67,48.0
c5e7ceaa,2025-03-24 19:26:39,47.1,65.22,38.91,25.82,24.86
ced61a54,2025-03-24 18:59:48,73.9,28.98,53.92,30.7,30.09
c68eac0d,2025-03-24 18:56:41,69.46,25.48,14.49,35.08,45.79
5c7cba20,2025-03-24 19:31:35,36.9,39.06,41.98,44.85,29.72
5ccb9454,2025-03-24 19:18:38,38.17,67.41,55.85,16.57,44.08
ced61a54,2025-03-24 19:12:54,33.52,50.03,34.88,10.13,17.44
461dbbc4,2025-03-24 18:59:09,31.5,29.6,10.74,33.49,41.74
ced61a54,2025-03-24 18:48:08,32.14,39.64,53.85,20.06,50.25
f32ab4df,2025-03-24 19:07:54,66.94,51.8,30.48,44.02,41.31
4a1dc918,2025-03-24 18:58:32,53.03,20.24,21.17,48.57,18.2
114ee19f,2025-03-24 19:26:52,77.07,68.98,56.6,47.8,19.73
dd03f568,2025-03-24 19:29:54,70.16,46.65,47.84,7.59,45.87
b6edafc5,2025-03-24 18:54:02,51.52,43.86,50.33,45.19,19.91
430376af,2025-03-24 19:32:38,36.48,41.5,35.97,16.56,18.96
58265ae3,2025-03-24 19:13:05,48.67,55.89,39.74,30.36,47.0
3d13faa9,2025-03-24 19:21:47,64.92,46.42,53.43,23.93,18.57
ece85c9e,2025-03-24 18:50:53,41.58,51.95,34.61,22.3,54.7
3d13faa9,2025-03-24 19:34:26,31.1,52.21,51.42,32.74,31.63
f9f37797,2025-03-24 18:47:31,75.59,23.72,28.29,29.39,27.01
f32ab4df,2025-03-24 18:53:57,32.93,41.03,57.9,37.76,22.88
78ea41ca,2025-03-24 18:46:14,47.78,43.72,49.04,34.59,36.71
ced61a54,2025-03-24 19:10:15,78.72,41.44,46.13,19.55,29.46
475b382e,2025-03-24 18:51:09,58.25,49.68,58.15,14.12,17.11
4a1dc918,2025-03-24 19:19:43,65.17,26.39,49.63,18.42,42.67
777c05cb,2025-03-24 19:12:54,70.3,51.28,25.48,36.87,23.89
114ee19f,2025-03-24 19:17:41,45.74,29.81,39.9,46.09,39.46
7b1fd6a4,2025-03-24 18:52:54,43.17,46.83,58.85,29.24,39.01
936534c7,2025-03-24 19:33:48,50.4,65.32,36.3,20.16,41.32
a4f37be9,2025-03-24 19:07:12,58.28,61.33,23.19,40.49,44.81
bb27d3f9,2025-03-24 19:23:03,43.06,69.62,33.33,22.96,27.27
d4d69118,2025-03-24 19:35:27,42.98,26.28,53.95,13.33,16.33
3d13faa9,2025-03-24 19:33:31,69.63,53.2,37.76,18.4,15.91
d4d69118,2025-03-24 19:33:35,68.49,24.33,51.68,49.26,21.31
a9f8d8c9,2025-03-24 18:52:15,53.01,69.3,40.83,5.72,23.14
3d13faa9,2025-03-24 19:09:36,63.92,68.24,47.35,32.99,43.72
f9f37797,2025-03-24 18:56:13,58.66,40.19,48.32,34.28,32.81
b9134cc9,2025-03-24 19:12:09,76.63,39.25,24.86,31.36,43.88
bb27d3f9,2025-03-24 19:16:33,68.3,32.67,42.04,48.96,35.76
7363f94b,2025-03-24 19:08:14,36.74,45.25,40.37,41.73,54.85
866b55d3,2025-03-24 19:28:17,42.83,37.43,39.09,33.26,17.42
461dbbc4,2025-03-24 19:01:31,43.47,68.11,42.81,14.57,43.09
c68eac0d,2025-03-24 19:14:04,31.64,31.78,43.71,42.13,28.53
6bf3f07f,2025-03-24 19:31:39,66.97,41.9,47.61,8.61,29.21
a9cf3871,2025-03-24 19:04:28,47.0,56.77,56.01,42.03,23.42
461dbbc4,2025-03-24 19:18:18,63.06,38.9,29.78,10.07,28.48
866b55d3,2025-03-24 19:06:02,49.09,53.08,58.25,41.85,27.13
d4d69118,2025-03-24 19:11:08,51.45,67.07,57.48,9.68,26.61
7363f94b,2025-03-24 19:34:55,51.92,51.77,57.87,13.34,52.22
5c7cba20,2025-03-24 18:54:45,47.02,50.78,39.87,19.93,39.67
9a5e7a25,2025-03-24 19:31:04,72.32,51.18,45.17,46.18,30.82
a9f8d8c9,2025-03-24 19:25:39,42.07,43.42,19.76,37.65,50.34
ec8c1b9f,2025-03-24 19:10:13,31.2,62.77,26.41,37.7,37.4
6bf3f07f,2025-03-24 19:05:29,79.37,49.08,49.31,17.7,53.1
6a2c7a71,2025-03-24 19:25:30,59.42,31.44,23.79,8.18,48.18
a4f37be9,2025-03-24 19:02:11,37.93,38.4,27.53,34.55,31.38
bb27d3f9,2025-03-24 18:47:58,55.11,33.42,28.84,8.7,44.01
d776f047,2025-03-24 18:46:24,65.76,42.29,17.88,12.23,22.7
9fb4d034,2025-03-24 19:03:23,67.09,69.94,20.73,35.34,50.79
114ee19f,2025-03-24 18:56:30,74.6,49.11,51.36,27.71,52.41
9500e92b,2025-03-24 18:57:24,69.42,54.48,26.19,6.41,24.09
b6edafc5,2025-03-24 19:25:05,71.12,43.99,33.64,45.89,47.52
a9cf3871,2025-03-24 19:14:31,63.84,27.25,11.47,31.11,34.12
475b382e,2025-03-24 19:09:35,57.57,37.42,45.39,40.44,17.71
6a2c7a71,2025-03-24 19:08:39,57.67,34.21,47.1,14.07,22.67
4c1646fc,2025-03-24 19:34:52,68.24,66.03,48.66,45.74,15.75
430376af,2025-03-24 19:11:41,76.59,32.38,36.48,27.71,15.58
ced61a54,2025-03-24 19:30:20,79.39,31.07,34.74,40.19,26.71
9500e92b,2025-03-24 18:52:56,34.5,68.02,48.74,31.29,19.19
430376af,2025-03-24 18:52:08,55.31,64.96,22.19,25.44,26.5
461dbbc4,2025-03-24 19:29:00,46.93,35.82,17.06,42.08,43.1
6bf3f07f,2025-03-24 19:06:46,53.38,61.69,32.73,21.79,34.43
9500e92b,2025-03-24 19:30:54,77.73,50.33,28.25,42.14,22.74
475b382e,2025-03-24 19:33:01,49.93,23.5,35.46,38.45,21.61
9fb4d034,2025-03-24 19:08:00,48.76,58.83,56.28,48.08,16.78
b6edafc5,2025-03-24 18:57:42,37.65,49.16,59.89,34.56,51.88
548859c2,2025-03-24 19:14:13,46.1,67.76,57.9,46.03,31.32
dd03f568,2025-03-24 18:52:49,40.96,30.6,28.32,39.84,20.34
dd03f568,2025-03-24 19:22:55,65.63,24.64,39.41,30.94,31.52
a9cf3871,2025-03-24 19:34:10,37.58,61.6,43.31,38.65,38.16
9a5e7a25,2025-03-24 19:04:29,39.27,27.27,18.59,45.92,39.57
ec8c1b9f,2025-03-24 18:53:16,41.78,69.66,23.22,33.81,19.28
6a2c7a71,2025-03-24 18:46:58,41.77,37.51,41.73,19.5,44.69
b8e82167,2025-03-24 19:04:55,76.84,54.13,17.03,23.55,44.61
ec8c1b9f,2025-03-24 19:12:41,70.1,50.65,35.29,39.81,44.5
a9f8d8c9,2025-03-24 19:34:12,51.48,58.54,34.93,18.61,36.62
d776f047,2025-03-24 18:52:45,43.13,61.03,43.07,11.54,54.1
4c1646fc,2025-03-24 19:34:08,65.33,26.6,25.7,45.71,51.58
b8e82167,2025-03-24 18:48:51,72.75,36.79,54.45,11.15,47.51
97164053,2025-03-24 18:58:09,78.07,44.04,48.25,28.34,25.98
c5e7ceaa,2025-03-24 19:29:05,62.6,20.63,58.78,27.06,54.85
c5e7ceaa,2025-03-24 18:58:29,48.27,27.17,35.78,29.74,49.65
430376af,2025-03-24 18:58:10,34.51,48.77,56.49,21.62,32.48
6bf3f07f,2025-03-24 19:21:57,79.14,49.24,17.3,35.64,33.2
b8e82167,2025-03-24 18:56:04,63.29,21.64,28.9,32.94,32.58
